"","NestID","ActiveDate","ActiveTime","ActiveDateTime","FailDate","FailTime","FailDateTime","CollectDate","CollectTime","CollectDateTime","ElapsedTime","ElapsedDays","StudySite","Pasture","UTMzone","Easting_DNA","Northing_DNA","Comments","DNA_Type","DistFromNest","Barcode","Corvid_Allele1","Corvid_Allele1_Height","Corvid_Allele2","Corvid_Allele2_Height","SID_Allele1","SID_Allele1_Height","SID_Allele2","SID_Allele2_Height","SID_Allele3","SID_Allele3_Height","Detect_Total","Detect","NestFate","Precip","tmean","tmax","tmin"
"160","FX0162N1_21","5/12/21","9:40","5/12/21 9:40","5/14/21",15:39:00,NA,"5/14/21",16:01:00,"5/14/21",2.26,2,"PAVA","Goldburg SW - Donkey Creek",12,291921,4912844,NA,"Swab",0,"2WZX5",NA,NA,NA,NA,"Coyote",991,NA,NA,NA,NA,1,1,"Failed",0,5.72,15.17,-3.78
"161","FX0162N1_21","5/12/21","9:40","5/12/21 9:40","5/14/21",15:39:00,NA,"5/14/21",16:01:00,"5/14/21",2.26,2,"PAVA","Goldburg SW - Donkey Creek",12,291921,4912844,NA,"Swab",0,"2WZX7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,5.72,15.17,-3.78
"162","FX0162N1_21","5/12/21","9:40","5/12/21 9:40","5/14/21",15:39:00,NA,"5/14/21",16:01:00,"5/14/21",2.26,2,"PAVA","Goldburg SW - Donkey Creek",12,291921,4912844,NA,"Swab",0,"JZZXN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,5.72,15.17,-3.78
"163","FX0162N1_21","5/12/21","9:40","5/12/21 9:40","5/14/21",15:39:00,NA,"5/14/21",16:01:00,"5/14/21",2.26,2,"PAVA","Goldburg SW - Donkey Creek",12,291921,4912844,NA,"Swab",0,"JZZXQ",NA,NA,NA,NA,"Coyote",815,"Coyote",694,NA,NA,2,1,"Failed",0,5.72,15.17,-3.78
"164","FX0162N1_21","5/12/21","9:40","5/12/21 9:40","5/14/21",15:39:00,NA,"5/14/21",16:01:00,"5/14/21",2.26,2,"PAVA","Goldburg SW - Donkey Creek",12,291921,4912844,NA,"Swab",0,"JZZXW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,5.72,15.17,-3.78
"165","FX0162N1_21","5/12/21","9:40","5/12/21 9:40","5/14/21",15:39:00,NA,"5/14/21",16:01:00,"5/14/21",2.26,2,"PAVA","Goldburg SW - Donkey Creek",12,291921,4912844,NA,"Swab",0,"JZZY3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,5.72,15.17,-3.78
"166","FX0164N1_20","5/20/20","11:56","5/20/20 11:56","5/23/20",11:50:00,NA,"5/23/20",12:37:00,"5/23/20",3.03,3,"BRBE","Indian Cave North",11,685241,4671496,NA,"EggShells",1,"2PZY3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",7.7,7.28,11.7,2.81
"167","FX0164N1_20","5/20/20","11:56","5/20/20 11:56","5/23/20",11:50:00,NA,"5/23/20",12:36:00,"5/23/20",3.03,3,"BRBE","Indian Cave North",11,685242,4671495,NA,"EggShells",1,"2PZY8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",7.7,7.28,11.7,2.81
"168","FX0164N1_20","5/20/20","11:56","5/20/20 11:56","5/23/20",11:50:00,NA,"5/23/20",12:38:00,"5/23/20",3.03,3,"BRBE","Indian Cave North",11,685242,4671495,NA,"Swab",1,"2YZYQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",7.7,7.28,11.7,2.81
"169","FX0164N1_20","5/20/20","11:56","5/20/20 11:56","5/23/20",11:50:00,NA,"5/23/20",12:33:00,"5/23/20",3.03,3,"BRBE","Indian Cave North",11,685242,4671495,NA,"Swab",1,"2YZZ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",7.7,7.28,11.7,2.81
"170","FX0164N1_20","5/20/20","11:56","5/20/20 11:56","5/23/20",11:50:00,NA,"5/23/20",12:31:00,"5/23/20",3.02,3,"BRBE","Indian Cave North",11,685242,4671495,NA,"Swab",1,"2YZZF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",7.7,7.28,11.7,2.81
"171","FX0170N1_21","5/12/21","12:58","5/12/21 12:58","5/14/21",12:12:00,NA,"5/14/21",12:50:00,"5/14/21",1.99,2,"PAVA","Goldburg SE - Summit",12,294877,4911997,NA,"Swab",0,"2WZVR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,5.75,15.14,-3.78
"172","FX0170N1_21","5/12/21","12:58","5/12/21 12:58","5/14/21",12:12:00,NA,"5/14/21",12:50:00,"5/14/21",1.99,2,"PAVA","Goldburg SE - Summit",12,294877,4911997,NA,"Swab",0,"2WZWM",NA,NA,NA,NA,"Coyote",1528,"Coyote",1383,NA,NA,2,1,"Failed",0,5.75,15.14,-3.78
"173","FX0170N1_21","5/12/21","12:58","5/12/21 12:58","5/14/21",12:12:00,NA,"5/14/21",12:50:00,"5/14/21",1.99,2,"PAVA","Goldburg SE - Summit",12,294877,4911997,NA,"Swab",0,"2WZWZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,5.75,15.14,-3.78
"174","FX0170N1_21","5/12/21","12:58","5/12/21 12:58","5/14/21",12:12:00,NA,"5/14/21",12:50:00,"5/14/21",1.99,2,"PAVA","Goldburg SE - Summit",12,294877,4911997,NA,"EggShells",0,"IZZWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,5.75,15.14,-3.78
"175","FX0170N1_21","5/12/21","12:58","5/12/21 12:58","5/14/21",12:12:00,NA,"5/14/21",12:50:00,"5/14/21",1.99,2,"PAVA","Goldburg SE - Summit",12,294877,4911997,NA,"Swab",0,"JZZXL",NA,NA,NA,NA,"Coyote",7050,"Coyote",5040,NA,NA,2,1,"Failed",0,5.75,15.14,-3.78
"176","FX0170N1_21","5/12/21","12:58","5/12/21 12:58","5/14/21",12:12:00,NA,"5/14/21",12:50:00,"5/14/21",1.99,2,"PAVA","Goldburg SE - Summit",12,294877,4911997,NA,"Swab",0,"JZZXM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,5.75,15.14,-3.78
"177","FX0170N1_21","5/12/21","12:58","5/12/21 12:58","5/14/21",12:12:00,NA,"5/14/21",12:50:00,"5/14/21",1.99,2,"PAVA","Goldburg SE - Summit",12,294877,4911997,NA,"Swab",0,"JZZYI",NA,NA,NA,NA,"Coyote",1062,"Coyote",906,NA,NA,2,1,"Failed",0,5.75,15.14,-3.78
"178","FX0170N1_21","5/12/21","12:58","5/12/21 12:58","5/14/21",12:12:00,NA,"5/14/21",12:50:00,"5/14/21",1.99,2,"PAVA","Goldburg SE - Summit",12,294877,4911997,NA,"Swab",0,"JZZYJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,5.75,15.14,-3.78
"179","FX0178N1_20","4/24/20","#N/A","#VALUE!","4/27/20",16:22:00,NA,"4/29/20",12:30:00,"4/29/20",5,5,"SHCR","East Blackleg (North)",12,594005,4658771,NA,"Swab",0,"2OZY7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.76,7.13,15.46,-1.2
"180","FX0178N1_20","4/24/20","#N/A","#VALUE!","4/27/20",16:22:00,NA,"4/29/20",12:30:00,"4/29/20",5,5,"SHCR","East Blackleg (North)",12,594005,4658771,NA,"EggShells",0,"2PZYC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.76,7.13,15.46,-1.2
"181","FX0178N1_20","4/24/20","#N/A","#VALUE!","4/27/20",16:22:00,NA,"4/29/20",12:30:00,"4/29/20",5,5,"SHCR","East Blackleg (North)",12,594005,4658771,NA,"EggShells",1,"2PZYQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.76,7.13,15.46,-1.2
"182","FX0178N1_20","4/24/20","#N/A","#VALUE!","4/27/20",16:22:00,NA,"4/29/20",12:30:00,"4/29/20",5,5,"SHCR","East Blackleg (North)",12,594005,4658771,NA,"EggShells",0,"2PZYR",NA,NA,NA,NA,"Coyote",1359,NA,NA,NA,NA,1,1,"Failed",0.76,7.13,15.46,-1.2
"183","FX0178N1_20","4/24/20","#N/A","#VALUE!","4/27/20",16:22:00,NA,"4/29/20",12:30:00,"4/29/20",5,5,"SHCR","East Blackleg (North)",12,594005,4658771,NA,"Swab",0,"2SZWJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.76,7.13,15.46,-1.2
"184","FX0178N1_20","4/24/20","#N/A","#VALUE!","4/27/20",16:22:00,NA,"4/29/20",12:30:00,"4/29/20",5,5,"SHCR","East Blackleg (North)",12,594005,4658771,NA,"Swab",1,"2SZWL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.76,7.13,15.46,-1.2
"185","FX0207N1_20","4/27/20","10:10","4/27/20 10:10","4/29/20",10:38:00,NA,"4/29/20",14:40:00,"4/29/20",2.19,2,"BRBE","Indian Cave North",11,685842,4669143,NA,"EggShells",9,"2PZVD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,11.36,19.31,3.44
"186","FX0207N1_20","4/27/20","10:10","4/27/20 10:10","4/29/20",10:38:00,NA,"4/29/20",14:45:00,"4/29/20",2.19,2,"BRBE","Indian Cave North",11,685845,4669154,NA,"EggShells",4,"2PZYM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,11.36,19.31,3.44
"187","FX0207N1_20","4/27/20","10:10","4/27/20 10:10","4/29/20",10:38:00,NA,"4/29/20",14:45:00,"4/29/20",2.19,2,"BRBE","Indian Cave North",11,685846,4669151,NA,"EggShells",1,"2PZYS",NA,NA,NA,NA,"Coyote",563,NA,NA,NA,NA,1,1,"Failed",0,11.36,19.31,3.44
"188","FX0207N2_20","5/29/20","7:26","5/29/20 7:26","6/1/20",11:42:00,NA,"6/1/20",12:52:00,"6/1/20",3.23,3,"BRBE","Indian Cave North",11,685888,4668479,NA,"Swab",1,"2YZYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,20.57,31.07,10.1
"189","FX0207N2_20","5/29/20","7:26","5/29/20 7:26","6/1/20",11:42:00,NA,"6/1/20",12:56:00,"6/1/20",3.23,3,"BRBE","Indian Cave North",11,685888,4668479,NA,"Swab",1,"2YZYX","Raven",10871,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Failed",0,20.57,31.07,10.1
"190","FX0249N1_21","4/26/21","11:09","4/26/21 11:09","4/28/21",08:24:00,NA,"4/28/21",08:24:00,"4/28/21",1.89,2,"JISA","Sheep Mountain North",12,299637,4673114,NA,"Swab",0,"2WZXN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",3.43,4,7.69,0.39
"191","FX0249N1_21","4/26/21","11:09","4/26/21 11:09","4/28/21",08:24:00,NA,"4/28/21",08:24:00,"4/28/21",1.89,2,"JISA","Sheep Mountain North",12,299637,4673114,NA,"Swab",0,"2WZXO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",3.43,4,7.69,0.39
"192","FX0249N1_21","4/26/21","11:09","4/26/21 11:09","4/28/21",08:24:00,NA,"4/28/21",08:24:00,"4/28/21",1.89,2,"JISA","Sheep Mountain North",12,299637,4673114,NA,"Swab",0,"2WZXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",3.43,4,7.69,0.39
"193","FX0249N1_21","4/26/21","11:09","4/26/21 11:09","4/28/21",08:24:00,NA,"4/28/21",08:24:00,"4/28/21",1.89,2,"JISA","Sheep Mountain North",12,299637,4673114,NA,"Swab",0,"2WZXQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",3.43,4,7.69,0.39
"194","FX0249N1_21","4/26/21","11:09","4/26/21 11:09","4/28/21",08:24:00,NA,"4/28/21",08:24:00,"4/28/21",1.89,2,"JISA","Sheep Mountain North",12,299637,4673114,NA,"Swab",0,"2WZXR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",3.43,4,7.69,0.39
"195","FX0249N1_21","4/26/21","11:09","4/26/21 11:09","4/28/21",08:24:00,NA,"4/28/21",08:24:00,"4/28/21",1.89,2,"JISA","Sheep Mountain North",12,299637,4673114,NA,"Swab",0,"2WZXS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",3.43,4,7.69,0.39
"196","FX0249N1_21","4/26/21","11:09","4/26/21 11:09","4/28/21",08:24:00,NA,"4/28/21",08:24:00,"4/28/21",1.89,2,"JISA","Sheep Mountain North",12,299637,4673114,NA,"Swab",0,"2WZXT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",3.43,4,7.69,0.39
"197","FX0249N1_21","4/26/21","11:09","4/26/21 11:09","4/28/21",08:24:00,NA,"4/28/21",08:24:00,"4/28/21",1.89,2,"JISA","Sheep Mountain North",12,299637,4673114,NA,"Swab",0,"2YZYU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",3.43,4,7.69,0.39
"198","FX0250N1_20","5/18/20","9:12","5/18/20 9:12","5/21/20",10:08:00,NA,"5/21/20",10:39:00,"5/21/20",3.06,3,"JISA","Sheep Mountain North",12,298368,4673046,NA,"Swab",0,"2YZZX",NA,NA,NA,NA,"Coyote",478,NA,NA,NA,NA,1,1,"Failed",1.1,12.15,19.17,5.15
"199","FX0250N1_20","5/18/20","9:12","5/18/20 9:12","5/21/20",10:08:00,NA,"5/21/20",10:35:00,"5/21/20",3.06,3,"JISA","Sheep Mountain North",12,298368,4673046,NA,"Swab",1,"2YZZY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",1.1,12.15,19.17,5.15
"200","FX0252N1_20","4/23/20","18:00","4/23/20 18:00","4/27/20",12:20:00,NA,"4/27/20",09:17:00,"4/27/20",3.64,4,"JISA","Sheep Mountain South",12,298457,4670968,NA,"Swab",0,"2SZW6",NA,NA,NA,NA,"Coyote",434,NA,NA,NA,NA,1,1,"Failed",0.7,7.65,12.85,2.43
"201","FX0252N1_20","4/23/20","18:00","4/23/20 18:00","4/27/20",12:20:00,NA,"4/27/20",09:07:00,"4/27/20",3.63,4,"JISA","Sheep Mountain South",12,298457,4670968,NA,"Swab",0,"2SZWD",NA,NA,NA,NA,"Coyote",1466,NA,NA,NA,NA,1,1,"Failed",0.7,7.65,12.85,2.43
"202","FX0252N1_20","4/23/20","18:00","4/23/20 18:00","4/27/20",12:20:00,NA,"4/27/20",09:02:00,"4/27/20",3.63,4,"JISA","Sheep Mountain South",12,298457,4670968,NA,"Swab",0,"2SZWE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.7,7.65,12.85,2.43
"203","FX0252N1_20","4/23/20","18:00","4/23/20 18:00","4/27/20",12:20:00,NA,"4/27/20",09:05:00,"4/27/20",3.63,4,"JISA","Sheep Mountain South",12,298457,4670968,NA,"Swab",0,"2SZWP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.7,7.65,12.85,2.43
"204","FX0252N1_20","4/23/20","18:00","4/23/20 18:00","4/27/20",12:20:00,NA,"4/27/20",09:00:00,"4/27/20",3.63,4,"JISA","Sheep Mountain South",12,298457,4670968,NA,"Swab",0,"2SZWQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.7,7.65,12.85,2.43
"205","FX0252N1_20","4/23/20","18:00","4/23/20 18:00","4/27/20",12:20:00,NA,"4/27/20",09:14:00,"4/27/20",3.63,4,"JISA","Sheep Mountain South",12,298457,4670968,NA,"Swab",0,"2SZWT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.7,7.65,12.85,2.43
"206","FX0252N1_20","4/23/20","18:00","4/23/20 18:00","4/27/20",12:20:00,NA,"4/27/20",09:11:00,"4/27/20",3.63,4,"JISA","Sheep Mountain South",12,298457,4670968,NA,"Swab",0,"2SZWU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.7,7.65,12.85,2.43
"207","FX0254N1_21","5/3/21","9:31","5/3/21 9:31","5/5/21",12:14:00,NA,"5/5/21",12:14:00,"5/5/21",2.11,2,"JISA","N & S Cottonwood",12,298293,4670495,NA,"EggShells",0,"IZZWE","Raven",10407,"Raven",5743,NA,NA,NA,NA,NA,NA,2,1,"Failed",0,6.47,11.39,1.53
"208","FX0262N1_21","4/30/21","14:57","4/30/21 14:57","5/3/21",09:19:00,NA,"5/3/21",09:38:00,"5/3/21",2.78,3,"JISA","Sheep Mountain South",12,302018,4668807,NA,"Swab",0,"2YZYR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,15.54,24.41,6.41
"209","FX0262N1_21","4/30/21","14:57","4/30/21 14:57","5/3/21",09:19:00,NA,"5/3/21",09:39:00,"5/3/21",2.78,3,"JISA","Sheep Mountain South",12,302018,4668807,NA,"Swab",0,"2YZYY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,15.54,24.41,6.41
"210","FX0262N1_21","4/30/21","14:57","4/30/21 14:57","5/3/21",09:19:00,NA,"5/3/21",09:36:00,"5/3/21",2.78,3,"JISA","Sheep Mountain South",12,302018,4668807,NA,"Swab",0,"2YZZ8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,15.54,24.41,6.41
"211","FX0262N1_21","4/30/21","14:57","4/30/21 14:57","5/3/21",09:19:00,NA,"5/3/21",09:37:00,"5/3/21",2.78,3,"JISA","Sheep Mountain South",12,302018,4668807,NA,"Swab",0,"2YZZB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,15.54,24.41,6.41
"212","FX0262N1_21","4/30/21","14:57","4/30/21 14:57","5/3/21",09:19:00,NA,"5/3/21",09:35:00,"5/3/21",2.78,3,"JISA","Sheep Mountain South",12,302018,4668807,NA,"Swab",9,"2YZZD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,15.54,24.41,6.41
"213","FX0263N1_21","5/9/21","8:58","5/9/21 8:58","5/10/21",09:44:00,NA,"5/10/21",09:44:00,"5/10/21",1.03,1,"JISA","N & S Cottonwood",12,295633,4668595,NA,"Swab",1,"2WZXL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,4.5,9.5,-0.44
"214","FX0263N1_21","5/9/21","8:58","5/9/21 8:58","5/10/21",09:44:00,NA,"5/10/21",09:44:00,"5/10/21",1.03,1,"JISA","N & S Cottonwood",12,295633,4668595,NA,"Swab",1,"2WZXX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,4.5,9.5,-0.44
"215","FX0263N1_21","5/9/21","8:58","5/9/21 8:58","5/10/21",09:44:00,NA,"5/10/21",09:44:00,"5/10/21",1.03,1,"JISA","N & S Cottonwood",12,295633,4668595,NA,"Swab",1,"2WZY1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,4.5,9.5,-0.44
"216","FX0263N1_21","5/9/21","8:58","5/9/21 8:58","5/10/21",09:44:00,NA,"5/10/21",09:44:00,"5/10/21",1.03,1,"JISA","N & S Cottonwood",12,295633,4668595,NA,"Swab",1,"2WZY2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,4.5,9.5,-0.44
"217","FX0263N1_21","5/9/21","8:58","5/9/21 8:58","5/10/21",09:44:00,NA,"5/10/21",09:44:00,"5/10/21",1.03,1,"JISA","N & S Cottonwood",12,295633,4668595,NA,"Swab",1,"2YZZH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,4.5,9.5,-0.44
"218","FX0263N1_21","5/9/21","8:58","5/9/21 8:58","5/10/21",09:44:00,NA,"5/10/21",09:44:00,"5/10/21",1.03,1,"JISA","N & S Cottonwood",12,295633,4668595,NA,"EggShells",1,"IZZV6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,4.5,9.5,-0.44
"219","FX0263N1_21","5/9/21","8:58","5/9/21 8:58","5/10/21",09:44:00,NA,"5/10/21",09:44:00,"5/10/21",1.03,1,"JISA","N & S Cottonwood",12,295633,4668595,NA,"Swab",1,"JZZX5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,4.5,9.5,-0.44
"220","FX0263N1_21","5/9/21","8:58","5/9/21 8:58","5/10/21",09:44:00,NA,"5/10/21",09:44:00,"5/10/21",1.03,1,"JISA","N & S Cottonwood",12,295633,4668595,NA,"Swab",1,"JZZXF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,4.5,9.5,-0.44
"221","FX0263N1_21","5/9/21","8:58","5/9/21 8:58","5/10/21",09:44:00,NA,"5/10/21",09:44:00,"5/10/21",1.03,1,"JISA","N & S Cottonwood",12,295633,4668595,NA,"Swab",1,"JZZYF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,4.5,9.5,-0.44
"222","FX0265N1_21","5/10/21","11:03","5/10/21 11:03","5/11/21",11:56:00,NA,"5/11/21",11:56:00,"5/11/21",1.04,1,"JISA","Chockcherry Seeding",12,300418,4667275,NA,"Swab",1,"2WZXZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,5.11,12.17,-2.06
"223","FX0265N1_21","5/10/21","11:03","5/10/21 11:03","5/11/21",11:56:00,NA,"5/11/21",11:56:00,"5/11/21",1.04,1,"JISA","Chockcherry Seeding",12,300418,4667275,NA,"Swab",0,"2XZXZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,5.11,12.17,-2.06
"224","FX0265N1_21","5/10/21","11:03","5/10/21 11:03","5/11/21",11:56:00,NA,"5/11/21",11:56:00,"5/11/21",1.04,1,"JISA","Chockcherry Seeding",12,300418,4667275,NA,"Swab",1,"2XZY8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,5.11,12.17,-2.06
"225","FX0265N1_21","5/10/21","11:03","5/10/21 11:03","5/11/21",11:56:00,NA,"5/11/21",11:56:00,"5/11/21",1.04,1,"JISA","Chockcherry Seeding",12,300418,4667275,NA,"Swab",1,"2ZZV1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,5.11,12.17,-2.06
"226","FX0265N1_21","5/10/21","11:03","5/10/21 11:03","5/11/21",11:56:00,NA,"5/11/21",11:56:00,"5/11/21",1.04,1,"JISA","Chockcherry Seeding",12,300418,4667275,NA,"Swab",0,"JZZVB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,5.11,12.17,-2.06
"227","FX0265N1_21","5/10/21","11:03","5/10/21 11:03","5/11/21",11:56:00,NA,"5/11/21",11:56:00,"5/11/21",1.04,1,"JISA","Chockcherry Seeding",12,300418,4667275,NA,"Swab",2,"JZZYD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,5.11,12.17,-2.06
"228","FX0265N1_21","5/10/21","11:03","5/10/21 11:03","5/11/21",11:56:00,NA,"5/11/21",11:56:00,"5/11/21",1.04,1,"JISA","Chockcherry Seeding",12,300418,4667275,NA,"Swab",0,"JZZYL","Raven",10982,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Failed",0,5.11,12.17,-2.06
"229","FX0265N1_21","5/10/21","11:03","5/10/21 11:03","5/11/21",11:56:00,NA,"5/11/21",11:56:00,"5/11/21",1.04,1,"JISA","Chockcherry Seeding",12,300418,4667275,NA,"Swab",5,"JZZYN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,5.11,12.17,-2.06
"230","FX0265N1_21","5/10/21","11:03","5/10/21 11:03","5/11/21",11:56:00,NA,"5/11/21",11:56:00,"5/11/21",1.04,1,"JISA","Chockcherry Seeding",12,300418,4667275,NA,"Swab",1,"JZZYY","Raven",10717,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Failed",0,5.11,12.17,-2.06
"231","FX0272N1_20","5/1/20","#N/A","#VALUE!","5/4/20",09:01:00,NA,"5/4/20",13:44:00,"5/4/20",3,3,"JISA","Sheep Mountain North",12,298715,4671847,NA,"Swab",NA,"2SZW4","Raven",10884,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Failed",1.86,12.44,19.31,5.61
"232","FX0272N1_20","5/1/20","#N/A","#VALUE!","5/4/20",09:01:00,NA,"5/4/20",13:41:00,"5/4/20",3,3,"JISA","Sheep Mountain North",12,298715,4671847,NA,"Swab",NA,"2SZWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",1.86,12.44,19.31,5.61
"233","FX0272N1_20","5/1/20","#N/A","#VALUE!","5/4/20",09:01:00,NA,"5/4/20",13:55:00,"5/4/20",3,3,"JISA","Sheep Mountain North",12,298715,4671847,NA,"Swab",NA,"2YZZN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",1.86,12.44,19.31,5.61
"234","FX0272N1_20","5/1/20","#N/A","#VALUE!","5/4/20",09:01:00,NA,"5/4/20",13:46:00,"5/4/20",3,3,"JISA","Sheep Mountain North",12,298715,4671847,NA,"Swab",NA,"2YZZU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",1.86,12.44,19.31,5.61
"235","FX0272N1_20","5/1/20","#N/A","#VALUE!","5/4/20",09:01:00,NA,"5/4/20",13:49:00,"5/4/20",3,3,"JISA","Sheep Mountain North",12,298715,4671847,NA,"Swab",NA,"2ZZV2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",1.86,12.44,19.31,5.61
"236","FX0272N1_20","5/1/20","#N/A","#VALUE!","5/4/20",09:01:00,NA,"5/4/20",13:51:00,"5/4/20",3,3,"JISA","Sheep Mountain North",12,298715,4671847,NA,"Swab",NA,"2ZZV4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",1.86,12.44,19.31,5.61
"237","FX0276N1_20","5/21/20","10:56","5/21/20 10:56","5/25/20",09:20:00,NA,"5/25/20",10:12:00,"5/25/20",3.97,4,"JISA","Sheep Mountain North",12,298832,4672697,NA,"Swab",NA,"2ZZV3","Raven",10776,"Raven",10860,NA,NA,NA,NA,NA,NA,2,1,"Failed",0,6.35,13.23,-0.55
"238","FX0277N1_21","4/28/21","13:14","4/28/21 13:14","4/29/21",10:28:00,NA,"4/29/21",11:39:00,"4/29/21",0.93,1,"JISA","Kane Springs (Line Canyon)",12,298120,4671560,NA,"Swab",0,"HZZWJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.25,2.78,9.5,-3.72
"239","FX0277N1_21","4/28/21","13:14","4/28/21 13:14","4/29/21",10:28:00,NA,"4/29/21",11:39:00,"4/29/21",0.93,1,"JISA","Kane Springs (Line Canyon)",12,298119,4671557,NA,"Swab",2,"JZZX7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.25,2.78,9.5,-3.72
